ATM Name,Transaction Date,No Of Withdrawals,No Of XYZ Card Withdrawals,No Of Other Card Withdrawals,Total amount Withdrawn,Amount withdrawn XYZ Card,Amount withdrawn Other Card,Weekday,Festival Religion,Working Day,Holiday Sequence
Christ College ATM,01-12-2015,189,100,89,990900,583600,407300,Tuesday,NH,W,WWW
Christ College ATM,02-12-2015,174,83,91,980700,570500,410200,Wednesday,NH,W,WWW
Christ College ATM,03-12-2015,155,61,94,758400,379500,378900,Thursday,NH,W,WWW
Christ College ATM,04-12-2015,173,60,113,782000,306600,475400,Friday,NH,W,WWH
Christ College ATM,05-12-2015,234,68,166,978600,356800,621800,Saturday,NH,H,WHH
Christ College ATM,06-12-2015,7,0,7,34000,0,34000,Sunday,NH,H,HHW
Christ College ATM,07-12-2015,158,60,98,694500,290900,403600,Monday,NH,W,HWW
Christ College ATM,08-12-2015,128,58,70,596900,357400,239500,Tuesday,NH,W,WWW
Christ College ATM,09-12-2015,132,65,67,634900,327300,307600,Wednesday,NH,W,WWW
Christ College ATM,10-12-2015,126,60,66,595000,371200,223800,Thursday,NH,W,WWW
Christ College ATM,11-12-2015,106,57,49,461700,363400,98300,Friday,NH,W,WWH
Christ College ATM,12-12-2015,152,58,94,590400,243000,347400,Saturday,NH,H,WHH
Christ College ATM,13-12-2015,164,43,121,445800,134300,311500,Sunday,NH,H,HHW
Christ College ATM,14-12-2015,169,60,109,490300,233900,256400,Monday,NH,W,HWW
Christ College ATM,15-12-2015,138,61,77,673300,348900,324400,Tuesday,NH,W,WWW
Christ College ATM,16-12-2015,135,74,61,693400,473900,219500,Wednesday,NH,W,WWW
Christ College ATM,17-12-2015,107,54,53,442500,283700,158800,Thursday,NH,W,WWW
Christ College ATM,18-12-2015,115,54,61,563100,294300,268800,Friday,NH,W,WWH
Christ College ATM,19-12-2015,124,54,70,550800,323700,227100,Saturday,NH,H,WHH
Christ College ATM,20-12-2015,119,57,62,422200,240700,181500,Sunday,NH,H,HHW
Christ College ATM,21-12-2015,134,74,60,520100,326900,193200,Monday,NH,W,HWW
Christ College ATM,22-12-2015,119,60,59,549900,268100,281800,Tuesday,NH,W,WWW
Christ College ATM,23-12-2015,127,63,64,648400,361300,287100,Wednesday,NH,W,WWW
Christ College ATM,24-12-2015,99,48,51,488100,304400,183700,Thursday,NH,W,WWH
Christ College ATM,25-12-2015,66,30,36,244800,138000,106800,Friday,C,H,WHH
Christ College ATM,26-12-2015,63,40,23,191100,129700,61400,Saturday,NH,H,HHH
Christ College ATM,27-12-2015,1,1,0,300,300,0,Sunday,NH,H,HHW
Christ College ATM,28-12-2015,111,55,56,507000,284400,222600,Monday,NH,W,HWW
Christ College ATM,29-12-2015,131,74,57,504600,271600,233000,Tuesday,NH,W,WWW
Christ College ATM,30-12-2015,146,79,67,703700,468400,235300,Wednesday,NH,W,WWW
Christ College ATM,31-12-2015,129,58,71,558400,336800,221600,Thursday,NH,W,WWH
Christ College ATM,01-01-2016,4,0,4,9100,0,9100,FRIDAY,C,H,WHH
Christ College ATM,02-01-2016,166,55,111,866800,385700,481100,SATURDAY,NH,H,HHH
Christ College ATM,03-01-2016,160,62,98,710300,319800,390500,SUNDAY,NH,H,HHW
Christ College ATM,04-01-2016,190,71,119,990300,460900,529400,MONDAY,NH,W,HWW
Christ College ATM,05-01-2016,136,61,75,682100,345000,337100,TUESDAY,NH,W,WWW
Christ College ATM,06-01-2016,202,90,112,1009700,446700,563000,WEDNESDAY,NH,W,WWW
Christ College ATM,07-01-2016,169,91,78,795700,555800,239900,THURSDAY,NH,W,WWW
Christ College ATM,08-01-2016,118,49,69,541200,307100,234100,FRIDAY,NH,W,WWH
Christ College ATM,09-01-2016,142,82,60,740600,523700,216900,SATURDAY,NH,H,WHH
Christ College ATM,10-01-2016,63,28,35,92000,32900,59100,SUNDAY,NH,H,HHW
Christ College ATM,11-01-2016,170,76,94,1031800,626200,405600,MONDAY,NH,W,HWW
Christ College ATM,12-01-2016,165,73,92,811100,475200,335900,TUESDAY,NH,W,WWW
Christ College ATM,13-01-2016,160,83,77,839300,583400,255900,WEDNESDAY,NH,W,WWW
Christ College ATM,14-01-2016,143,65,78,670800,423400,247400,THURSDAY,NH,W,WWH
Christ College ATM,15-01-2016,79,38,41,269100,146400,122700,FRIDAY,H,H,WHH
Christ College ATM,16-01-2016,73,38,35,273200,149500,123700,SATURDAY,H,H,HHH
Christ College ATM,17-01-2016,76,34,42,135700,74600,61100,SUNDAY,H,H,HHW
Christ College ATM,18-01-2016,129,56,73,479400,195800,283600,MONDAY,NH,W,HWW
Christ College ATM,19-01-2016,130,73,57,654400,455300,199100,TUESDAY,NH,W,WWW
Christ College ATM,20-01-2016,143,61,82,652400,393100,259300,WEDNESDAY,NH,W,WWW
Christ College ATM,21-01-2016,138,57,81,713100,308700,404400,THURSDAY,NH,W,WWW
Christ College ATM,22-01-2016,98,34,64,431700,188500,243200,FRIDAY,NH,W,WWH
Christ College ATM,23-01-2016,133,70,63,581200,389900,191300,SATURDAY,NH,H,WHH
Christ College ATM,24-01-2016,93,27,66,259500,73700,185800,SUNDAY,NH,H,HHW
Christ College ATM,25-01-2016,125,62,63,487400,227700,259700,MONDAY,NH,W,HWH
Christ College ATM,26-01-2016,93,50,43,387200,278200,109000,TUESDAY,N,H,WHW
Christ College ATM,27-01-2016,100,52,48,447100,328100,119000,WEDNESDAY,NH,W,HWW
Christ College ATM,28-01-2016,139,65,74,559900,366500,193400,THURSDAY,NH,W,WWW
Christ College ATM,29-01-2016,109,59,50,486400,349000,137400,FRIDAY,NH,W,WWH
Christ College ATM,30-01-2016,157,85,72,783200,532100,251100,SATURDAY,NH,H,WHH
Christ College ATM,31-01-2016,117,46,71,456300,242800,213500,SUNDAY,NH,H,HHW
Christ College ATM,01-02-2016,123,57,66,655000,315700,339300,MONDAY,NH,W,HWW
Christ College ATM,02-02-2016,152,83,69,711100,486100,225000,TUESDAY,NH,W,WWW
Christ College ATM,03-02-2016,149,81,68,1010700,648800,361900,WEDNESDAY,NH,W,WWW
Christ College ATM,04-02-2016,147,79,68,731100,448800,282300,THURSDAY,NH,W,WWW
Christ College ATM,05-02-2016,186,77,109,875100,401200,473900,FRIDAY,NH,W,WWH
Christ College ATM,06-02-2016,178,83,95,1011500,519500,492000,SATURDAY,NH,H,WHH
Christ College ATM,07-02-2016,134,60,74,581000,356900,224100,SUNDAY,NH,H,HHW
Christ College ATM,08-02-2016,116,58,58,579000,303700,275300,MONDAY,NH,W,HWW
Christ College ATM,09-02-2016,136,74,62,662400,427900,234500,TUESDAY,NH,W,WWW
Christ College ATM,10-02-2016,141,67,74,719000,408400,310600,WEDNESDAY,NH,W,WWW
Christ College ATM,11-02-2016,154,79,75,783000,499400,283600,THURSDAY,NH,W,WWW
Christ College ATM,12-02-2016,156,64,92,785800,399100,386700,FRIDAY,NH,W,WWH
Christ College ATM,13-02-2016,110,47,63,443800,221200,222600,SATURDAY,NH,H,WHH
Christ College ATM,14-02-2016,132,55,77,366800,150300,216500,SUNDAY,NH,H,HHW
Christ College ATM,15-02-2016,42,26,16,213900,167600,46300,MONDAY,NH,W,HWW
Christ College ATM,16-02-2016,135,63,72,507400,313200,194200,TUESDAY,NH,W,WWW
Christ College ATM,17-02-2016,160,71,89,795500,435800,359700,WEDNESDAY,NH,W,WWW
Christ College ATM,18-02-2016,143,67,76,512400,321300,191100,THURSDAY,NH,W,WWW
Christ College ATM,19-02-2016,162,56,106,734500,364700,369800,FRIDAY,NH,W,WWH
Christ College ATM,20-02-2016,148,58,90,812100,487900,324200,SATURDAY,NH,H,WHH
Christ College ATM,22-02-2016,203,61,142,957400,425100,532300,MONDAY,NH,W,HWW
Christ College ATM,23-02-2016,162,79,83,759800,440800,319000,TUESDAY,NH,W,WWW
Christ College ATM,24-02-2016,121,50,71,331200,142900,188300,WEDNESDAY,NH,W,WWW
Christ College ATM,25-02-2016,163,70,93,647600,397500,250100,THURSDAY,NH,W,WWW
Christ College ATM,26-02-2016,144,62,82,616100,318300,297800,FRIDAY,NH,W,WWH
Christ College ATM,27-02-2016,135,56,79,661300,311300,350000,SATURDAY,NH,H,WHH
Christ College ATM,28-02-2016,120,45,75,316400,130500,185900,SUNDAY,NH,H,HHW
Christ College ATM,29-02-2016,132,64,68,601500,285500,316000,MONDAY,NH,W,HWW
Christ College ATM,01-03-2016,109,64,45,514300,317200,197100,TUESDAY,NH,W,WWW
Christ College ATM,02-03-2016,61,30,31,279800,177300,102500,WEDNESDAY,NH,W,WWW
Christ College ATM,03-03-2016,137,65,72,742200,427600,314600,THURSDAY,NH,W,WWW
Christ College ATM,04-03-2016,135,71,64,800300,523700,276600,FRIDAY,NH,W,WWH
Christ College ATM,05-03-2016,150,78,72,963200,608600,354600,SATURDAY,NH,H,WHH
Christ College ATM,06-03-2016,119,58,61,421000,244500,176500,SUNDAY,NH,H,HHW
Christ College ATM,07-03-2016,202,70,132,876700,362200,514500,MONDAY,NH,W,HWW
Christ College ATM,08-03-2016,146,73,73,628200,299500,328700,TUESDAY,NH,W,WWW
Christ College ATM,09-03-2016,158,72,86,814800,417200,397600,WEDNESDAY,NH,W,WWW
Christ College ATM,10-03-2016,140,59,81,760900,343500,417400,THURSDAY,NH,W,WWW
Christ College ATM,11-03-2016,141,71,70,590300,375900,214400,FRIDAY,NH,W,WWH
Christ College ATM,12-03-2016,161,82,79,780100,457000,323100,SATURDAY,NH,H,WHH
Christ College ATM,13-03-2016,134,53,81,513300,250000,263300,SUNDAY,NH,H,HHW
Christ College ATM,14-03-2016,153,66,87,754200,445200,309000,MONDAY,NH,W,HWW
Christ College ATM,15-03-2016,127,64,63,602200,392500,209700,TUESDAY,NH,W,WWW
Christ College ATM,16-03-2016,121,62,59,569800,373900,195900,WEDNESDAY,NH,W,WWW
Christ College ATM,17-03-2016,140,71,69,729700,470700,259000,THURSDAY,NH,W,WWW
Christ College ATM,18-03-2016,103,54,49,462500,254500,208000,FRIDAY,NH,W,WWH
Christ College ATM,19-03-2016,125,63,62,611800,379600,232200,SATURDAY,NH,H,WHH
Christ College ATM,20-03-2016,107,50,57,308500,155400,153100,SUNDAY,NH,H,HHW
Christ College ATM,21-03-2016,146,74,72,740600,484900,255700,MONDAY,NH,W,HWW
Christ College ATM,22-03-2016,129,58,71,650000,385000,265000,TUESDAY,NH,W,WWW
Christ College ATM,23-03-2016,104,65,39,505900,320000,185900,WEDNESDAY,NH,W,WWW
Christ College ATM,24-03-2016,117,63,54,675900,495400,180500,THURSDAY,NH,W,WWH
Christ College ATM,25-03-2016,26,20,6,103100,96800,6300,FRIDAY,C,H,WHH
Christ College ATM,28-03-2016,137,76,61,592600,440500,152100,MONDAY,NH,W,HWW
Christ College ATM,29-03-2016,109,59,50,424900,307200,117700,TUESDAY,NH,W,WWW
Christ College ATM,30-03-2016,134,75,59,713100,463800,249300,WEDNESDAY,NH,W,WWW
Christ College ATM,31-03-2016,142,84,58,662700,396300,266400,THURSDAY,NH,W,WWW
Christ College ATM,01-04-2016,69,43,26,294100,196000,98100,FRIDAY,NH,W,WWH
Christ College ATM,02-04-2016,87,28,59,387200,147800,239400,SATURDAY,NH,H,WHH
Christ College ATM,03-04-2016,164,73,91,638600,284400,354200,SUNDAY,NH,H,HHW
Christ College ATM,04-04-2016,180,53,127,982000,375700,606300,MONDAY,NH,W,HWW
Christ College ATM,05-04-2016,132,48,84,591300,254300,337000,TUESDAY,NH,W,WWW
Christ College ATM,06-04-2016,222,101,121,1262600,617000,645600,WEDNESDAY,NH,W,WWW
Christ College ATM,07-04-2016,104,57,47,455200,266800,188400,THURSDAY,NH,W,WWH
Christ College ATM,11-04-2016,182,63,119,827600,372400,455200,MONDAY,NH,W,HWW
Christ College ATM,12-04-2016,151,83,68,773100,518900,254200,TUESDAY,NH,W,WWW
Christ College ATM,13-04-2016,185,75,110,1005600,536800,468800,WEDNESDAY,NH,W,WWH
Christ College ATM,14-04-2016,147,37,110,348300,92800,255500,THURSDAY,N,H,WHW
Christ College ATM,15-04-2016,186,83,103,905000,502600,402400,FRIDAY,NH,W,HWH
Christ College ATM,16-04-2016,161,82,79,882500,631700,250800,SATURDAY,NH,H,WHH
Christ College ATM,17-04-2016,4,2,2,900,300,600,SUNDAY,NH,H,HHW
Christ College ATM,18-04-2016,99,42,57,351700,175100,176600,MONDAY,NH,W,HWH
Christ College ATM,19-04-2016,100,48,52,529200,268800,260400,TUESDAY,H,H,WHW
Christ College ATM,20-04-2016,149,68,81,629900,284800,345100,WEDNESDAY,NH,W,HWW
Christ College ATM,21-04-2016,12,3,9,63200,26000,37200,THURSDAY,NH,W,WWW
Christ College ATM,22-04-2016,89,46,43,451100,271300,179800,FRIDAY,NH,W,WWH
Christ College ATM,23-04-2016,119,61,58,710700,426500,284200,SATURDAY,NH,H,WHH
Christ College ATM,24-04-2016,93,32,61,318000,137000,181000,SUNDAY,NH,H,HHW
Christ College ATM,25-04-2016,108,50,58,533900,298400,235500,MONDAY,NH,W,HWW
Christ College ATM,26-04-2016,102,50,52,470600,335300,135300,TUESDAY,NH,W,WWW
Christ College ATM,27-04-2016,103,57,46,446800,319000,127800,WEDNESDAY,NH,W,WWW
Christ College ATM,28-04-2016,86,31,55,328000,159600,168400,THURSDAY,NH,W,WWW
Christ College ATM,29-04-2016,142,63,79,772700,451200,321500,FRIDAY,NH,W,WWH
Christ College ATM,30-04-2016,175,74,101,1062700,520000,542700,SATURDAY,NH,H,WHH
Christ College ATM,01-05-2016,10,5,5,23700,15000,8700,SUNDAY,N,H,HHW
Christ College ATM,02-05-2016,138,41,97,673900,208100,465800,MONDAY,NH,W,HWW
Christ College ATM,03-05-2016,121,57,64,626200,325200,301000,TUESDAY,NH,W,WWW
Christ College ATM,04-05-2016,129,68,61,672300,392300,280000,WEDNESDAY,NH,W,WWW
Christ College ATM,05-05-2016,92,50,42,521000,373100,147900,THURSDAY,NH,W,WWW
Christ College ATM,06-05-2016,141,66,75,633800,334800,299000,FRIDAY,NH,W,WWH
Christ College ATM,07-05-2016,155,70,85,865900,460600,405300,SATURDAY,NH,H,WHH
Christ College ATM,08-05-2016,4,1,3,4500,200,4300,SUNDAY,NH,H,HHW
Christ College ATM,09-05-2016,96,43,53,485000,191600,293400,MONDAY,NH,W,HWW
Christ College ATM,10-05-2016,200,54,146,934600,319400,615200,TUESDAY,NH,W,WWW
Christ College ATM,11-05-2016,187,57,130,867800,385100,482700,WEDNESDAY,NH,W,WWW
Christ College ATM,12-05-2016,151,57,94,600500,308600,291900,THURSDAY,NH,W,WWW
Christ College ATM,13-05-2016,152,59,93,602200,319600,282600,FRIDAY,NH,W,WWH
Christ College ATM,14-05-2016,90,36,54,388300,174400,213900,SATURDAY,NH,H,WHH
Christ College ATM,17-05-2016,93,38,55,374800,188300,186500,TUESDAY,NH,W,WWW
Christ College ATM,18-05-2016,134,52,82,553800,246600,307200,WEDNESDAY,NH,W,WWW
Christ College ATM,19-05-2016,124,47,77,652900,323300,329600,THURSDAY,NH,W,WWW
Christ College ATM,20-05-2016,144,48,96,607800,308300,299500,FRIDAY,NH,W,WWH
Christ College ATM,21-05-2016,164,47,117,667700,201200,466500,SATURDAY,NH,H,WHH
Christ College ATM,22-05-2016,53,10,43,225800,33200,192600,SUNDAY,NH,H,HHW
Christ College ATM,23-05-2016,48,26,22,207900,145600,62300,MONDAY,NH,W,HWW
Christ College ATM,24-05-2016,12,9,3,61600,48100,13500,TUESDAY,NH,W,WWW
Christ College ATM,25-05-2016,64,33,31,295400,195600,99800,WEDNESDAY,NH,W,WWW
Christ College ATM,26-05-2016,105,44,61,567800,271900,295900,THURSDAY,NH,W,WWW
Christ College ATM,27-05-2016,101,46,55,494200,264200,230000,FRIDAY,NH,W,WWH
Christ College ATM,28-05-2016,100,45,55,416800,233400,183400,SATURDAY,NH,H,WHH
Christ College ATM,30-05-2016,124,51,73,669500,341200,328300,MONDAY,NH,W,HWW
Christ College ATM,31-05-2016,158,90,68,811000,504600,306400,TUESDAY,NH,W,WWW
Christ College ATM,01-06-2016,173,59,114,999100,351100,648000,WEDNESDAY,NH,W,WWW
Christ College ATM,02-06-2016,198,79,119,1214200,562200,652000,THURSDAY,NH,W,WWW
Christ College ATM,03-06-2016,98,45,53,501800,266600,235200,FRIDAY,NH,W,WWH
Christ College ATM,04-06-2016,130,57,73,754300,365500,388800,SATURDAY,NH,H,WHH
Christ College ATM,05-06-2016,165,70,95,644500,285600,358900,SUNDAY,NH,H,HHW
Christ College ATM,06-06-2016,48,18,30,193100,105500,87600,MONDAY,NH,W,HWW
Christ College ATM,07-06-2016,65,39,26,411600,295900,115700,TUESDAY,NH,W,WWW
Christ College ATM,08-06-2016,181,93,88,919000,631200,287800,WEDNESDAY,NH,W,WWW
Christ College ATM,09-06-2016,160,68,92,915700,522000,393700,THURSDAY,NH,W,WWW
Christ College ATM,10-06-2016,146,64,82,642600,353400,289200,FRIDAY,NH,W,WWH
Christ College ATM,11-06-2016,14,7,7,61500,28500,33000,SATURDAY,NH,H,WHH
Christ College ATM,13-06-2016,144,73,71,663800,368900,294900,MONDAY,NH,W,HWW
Christ College ATM,14-06-2016,136,74,62,718800,470600,248200,TUESDAY,NH,W,WWW
Christ College ATM,15-06-2016,138,69,69,743600,459900,283700,WEDNESDAY,NH,W,WWW
Christ College ATM,16-06-2016,175,80,95,869500,495700,373800,THURSDAY,NH,W,WWW
Christ College ATM,17-06-2016,103,50,53,538400,363000,175400,FRIDAY,NH,W,WWH
Christ College ATM,18-06-2016,149,81,68,765500,435800,329700,SATURDAY,NH,H,WHH
Christ College ATM,19-06-2016,124,44,80,615500,303100,312400,SUNDAY,NH,H,HHW
Christ College ATM,20-06-2016,137,77,60,762800,482600,280200,MONDAY,NH,W,HWW
Christ College ATM,21-06-2016,121,64,57,564800,372000,192800,TUESDAY,NH,W,WWW
Christ College ATM,22-06-2016,101,59,42,605100,442800,162300,WEDNESDAY,NH,W,WWW
Christ College ATM,23-06-2016,125,70,55,612800,454200,158600,THURSDAY,NH,W,WWW
Christ College ATM,24-06-2016,135,71,64,681600,447600,234000,FRIDAY,NH,W,WWH
Christ College ATM,25-06-2016,140,83,57,862300,696500,165800,SATURDAY,NH,H,WHH
Christ College ATM,26-06-2016,122,45,77,447200,150700,296500,SUNDAY,NH,H,HHW
Christ College ATM,27-06-2016,125,67,58,614600,442800,171800,MONDAY,NH,W,HWW
Christ College ATM,28-06-2016,125,68,57,519400,367200,152200,TUESDAY,NH,W,WWW
Christ College ATM,29-06-2016,129,49,80,649100,346200,302900,WEDNESDAY,NH,W,WWW
Christ College ATM,30-06-2016,136,69,67,648900,397300,251600,THURSDAY,NH,W,WWW
Christ College ATM,01-07-2016,165,66,99,1155400,524400,631000,FRIDAY,NH,W,WWH
Christ College ATM,02-07-2016,202,55,147,1056900,342500,714400,SATURDAY,NH,H,WHH
Christ College ATM,04-07-2016,187,81,106,1007800,486900,520900,MONDAY,NH,W,HWW
Christ College ATM,05-07-2016,164,86,78,765800,462800,303000,TUESDAY,NH,W,WWW
Christ College ATM,06-07-2016,184,80,104,1207600,633400,574200,WEDNESDAY,NH,W,WWH
Christ College ATM,07-07-2016,184,61,123,762700,313200,449500,THURSDAY,M,H,WHW
Christ College ATM,08-07-2016,189,77,112,1062900,547800,515100,FRIDAY,NH,W,HWH
Christ College ATM,09-07-2016,121,61,60,745300,447300,298000,SATURDAY,NH,H,WHH
Christ College ATM,11-07-2016,130,55,75,556800,306500,250300,MONDAY,NH,W,HWW
Christ College ATM,12-07-2016,120,75,45,585100,454100,131000,TUESDAY,NH,W,WWW
Christ College ATM,13-07-2016,227,90,137,1031200,539200,492000,WEDNESDAY,NH,W,WWW
Christ College ATM,14-07-2016,165,54,111,922500,377300,545200,THURSDAY,NH,W,WWW
Christ College ATM,15-07-2016,152,72,80,783700,465200,318500,FRIDAY,NH,W,WWH
Christ College ATM,16-07-2016,132,65,67,780300,477100,303200,SATURDAY,NH,H,WHH
Christ College ATM,17-07-2016,123,68,55,434200,317700,116500,SUNDAY,NH,H,HHW
Christ College ATM,18-07-2016,192,58,134,974100,440800,533300,MONDAY,NH,W,HWW
Christ College ATM,19-07-2016,195,77,118,961200,494500,466700,TUESDAY,NH,W,WWW
Christ College ATM,20-07-2016,163,62,101,818800,425800,393000,WEDNESDAY,NH,W,WWW
Christ College ATM,21-07-2016,168,74,94,593300,306100,287200,THURSDAY,NH,W,WWW
Christ College ATM,22-07-2016,138,76,62,665300,501100,164200,FRIDAY,NH,W,WWH
Christ College ATM,23-07-2016,147,75,72,735500,451400,284100,SATURDAY,NH,H,WHH
Christ College ATM,24-07-2016,72,45,27,98400,53900,44500,SUNDAY,NH,H,HHW
Christ College ATM,25-07-2016,128,48,80,535600,321700,213900,MONDAY,NH,W,HWW
Christ College ATM,26-07-2016,117,49,68,360400,195300,165100,TUESDAY,NH,W,WWW
Christ College ATM,27-07-2016,138,64,74,626700,336400,290300,WEDNESDAY,NH,W,WWW
Christ College ATM,28-07-2016,67,33,34,264300,172500,91800,THURSDAY,NH,W,WWW
Christ College ATM,29-07-2016,100,54,46,460100,317100,143000,FRIDAY,NH,W,WWH
Christ College ATM,30-07-2016,209,39,170,994100,234300,759800,SATURDAY,NH,H,WHH
Christ College ATM,31-07-2016,109,41,68,399600,222000,177600,SUNDAY,NH,H,HHW
Christ College ATM,01-08-2016,108,59,49,479100,250800,228300,MONDAY,NH,W,HWW
Christ College ATM,02-08-2016,101,39,62,419000,174500,244500,TUESDAY,NH,W,WWW
Christ College ATM,03-08-2016,201,103,98,1165100,717100,448000,WEDNESDAY,NH,W,WWW
Christ College ATM,04-08-2016,148,98,50,871300,667700,203600,THURSDAY,NH,W,WWW
Christ College ATM,05-08-2016,172,79,93,994300,553200,441100,FRIDAY,NH,W,WWH
Christ College ATM,06-08-2016,262,96,166,1322800,513800,809000,SATURDAY,NH,H,WHH
Christ College ATM,08-08-2016,55,33,22,301000,229800,71200,MONDAY,NH,W,HWW
Christ College ATM,09-08-2016,147,71,76,679800,387500,292300,TUESDAY,NH,W,WWW
Christ College ATM,10-08-2016,151,79,72,679500,452500,227000,WEDNESDAY,NH,W,WWW
Christ College ATM,11-08-2016,165,87,78,909400,568800,340600,THURSDAY,NH,W,WWW
Christ College ATM,12-08-2016,119,56,63,757100,478400,278700,FRIDAY,NH,W,WWH
Christ College ATM,13-08-2016,175,74,101,929500,536600,392900,SATURDAY,NH,H,WHH
Christ College ATM,14-08-2016,110,49,61,385000,165900,219100,SUNDAY,NH,H,HHH
Christ College ATM,15-08-2016,115,42,73,456600,210500,246100,MONDAY,N,H,HHW
Christ College ATM,16-08-2016,105,55,50,543200,387600,155600,TUESDAY,NH,W,HWW
Christ College ATM,17-08-2016,87,51,36,529000,383500,145500,WEDNESDAY,NH,W,WWW
Christ College ATM,18-08-2016,62,29,33,259600,157200,102400,THURSDAY,NH,W,WWW
Christ College ATM,19-08-2016,129,65,64,799000,497000,302000,FRIDAY,NH,W,WWH
Christ College ATM,20-08-2016,164,76,88,843100,552100,291000,SATURDAY,NH,H,WHH
Christ College ATM,21-08-2016,115,53,62,474100,259000,215100,SUNDAY,NH,H,HHW
Christ College ATM,22-08-2016,126,41,85,547800,218800,329000,MONDAY,NH,W,HWW
Christ College ATM,23-08-2016,139,56,83,553500,305200,248300,TUESDAY,NH,W,WWW
Christ College ATM,24-08-2016,114,57,57,604100,395300,208800,WEDNESDAY,NH,W,WWH
Christ College ATM,25-08-2016,130,63,67,655100,398000,257100,THURSDAY,H,H,WHW
Christ College ATM,26-08-2016,123,46,77,567500,315000,252500,FRIDAY,NH,W,HWH
Christ College ATM,27-08-2016,112,55,57,554800,377500,177300,SATURDAY,NH,H,WHH
Christ College ATM,28-08-2016,93,31,62,287600,152200,135400,SUNDAY,NH,H,HHW
Christ College ATM,29-08-2016,147,66,81,548300,267100,281200,MONDAY,NH,W,HWW
Christ College ATM,30-08-2016,111,67,44,561600,421300,140300,TUESDAY,NH,W,WWW
Christ College ATM,31-08-2016,148,73,75,873300,583500,289800,WEDNESDAY,NH,W,WWW
Christ College ATM,01-09-2016,211,91,120,1332600,643800,688800,THURSDAY,NH,W,WWW
Christ College ATM,02-09-2016,230,82,148,1073300,402000,671300,FRIDAY,NH,W,WWH
Christ College ATM,03-09-2016,225,71,154,1095700,369700,726000,SATURDAY,NH,H,WHH
Christ College ATM,04-09-2016,163,77,86,778900,485800,293100,SUNDAY,NH,H,HHH
Christ College ATM,05-09-2016,188,78,110,1125600,606400,519200,MONDAY,H,H,HHW
Christ College ATM,06-09-2016,182,68,114,1020200,422500,597700,TUESDAY,NH,W,HWW
Christ College ATM,07-09-2016,133,71,62,817600,469100,348500,WEDNESDAY,NH,W,WWW
Christ College ATM,08-09-2016,162,77,85,879900,522500,357400,THURSDAY,NH,W,WWW
Christ College ATM,09-09-2016,154,91,63,868800,651200,217600,FRIDAY,NH,W,WWH
Christ College ATM,10-09-2016,195,80,115,1011100,523200,487900,SATURDAY,NH,H,WHH
Christ College ATM,11-09-2016,117,58,59,503900,270300,233600,SUNDAY,NH,H,HHW
Christ College ATM,12-09-2016,172,79,93,988700,593500,395200,MONDAY,NH,W,HWH
Christ College ATM,13-09-2016,144,74,70,812900,479100,333800,TUESDAY,M,H,WHW
Christ College ATM,14-09-2016,169,86,83,762400,435400,327000,WEDNESDAY,NH,W,HWW
Christ College ATM,15-09-2016,134,66,68,730100,415700,314400,THURSDAY,NH,W,WWW
Christ College ATM,16-09-2016,94,52,42,412500,258500,154000,FRIDAY,NH,W,WWH
Christ College ATM,17-09-2016,152,82,70,1001300,688100,313200,SATURDAY,NH,H,WHH
Christ College ATM,18-09-2016,128,55,73,556500,264200,292300,SUNDAY,NH,H,HHW
Christ College ATM,19-09-2016,129,64,65,707300,443100,264200,MONDAY,NH,W,HWW
Christ College ATM,20-09-2016,138,77,61,812600,583000,229600,TUESDAY,NH,W,WWW
Christ College ATM,21-09-2016,147,74,73,737100,468300,268800,WEDNESDAY,NH,W,WWW
Christ College ATM,22-09-2016,109,54,55,463300,311200,152100,THURSDAY,NH,W,WWW
Christ College ATM,23-09-2016,130,84,46,699600,559100,140500,FRIDAY,NH,W,WWH
Christ College ATM,24-09-2016,129,76,53,762800,569500,193300,SATURDAY,NH,H,WHH
Christ College ATM,25-09-2016,123,55,68,468700,340100,128600,SUNDAY,NH,H,HHW
Christ College ATM,26-09-2016,172,75,97,798800,387400,411400,MONDAY,NH,W,HWW
Christ College ATM,27-09-2016,171,74,97,876700,520300,356400,TUESDAY,NH,W,WWW
Christ College ATM,28-09-2016,139,76,63,641600,451200,190400,WEDNESDAY,NH,W,WWW
Christ College ATM,29-09-2016,149,78,71,648900,378700,270200,THURSDAY,NH,W,WWW
Christ College ATM,30-09-2016,177,85,92,971700,584200,387500,FRIDAY,NH,W,WWH
Christ College ATM,01-10-2016,202,70,132,1207300,561000,646300,SATURDAY,NH,H,WHH
Christ College ATM,02-10-2016,220,56,164,876500,271700,604800,SUNDAY,N,H,HHW
Christ College ATM,03-10-2016,82,46,36,444600,321000,123600,MONDAY,NH,W,HWW
Christ College ATM,04-10-2016,140,72,68,639300,349100,290200,TUESDAY,NH,W,WWW
Christ College ATM,05-10-2016,17,10,7,90800,61400,29400,WEDNESDAY,NH,W,WWW
Christ College ATM,06-10-2016,178,87,91,997400,651500,345900,THURSDAY,NH,W,WWW
Christ College ATM,07-10-2016,208,97,111,1132900,663000,469900,FRIDAY,NH,W,WWH
Christ College ATM,08-10-2016,149,90,59,781600,529500,252100,SATURDAY,NH,H,WHH
Christ College ATM,09-10-2016,67,29,38,304900,149900,155000,SUNDAY,NH,H,HHH
Christ College ATM,10-10-2016,82,34,48,338500,126500,212000,MONDAY,H,H,HHH
